element,position,multiplier,is_captain,is_vice_captain
81,1,1,False,False
306,2,1,False,False
357,3,1,False,False
106,4,1,False,False
246,5,1,False,False
346,6,1,False,False
160,7,1,False,True
261,8,1,False,False
301,9,1,False,False
356,10,1,False,False
318,11,2,True,False
254,12,0,False,False
268,13,0,False,False
146,14,0,False,False
54,15,0,False,False
