element,position,multiplier,is_captain,is_vice_captain
133,1,1,False,False
295,2,1,False,False
16,3,1,False,False
199,4,1,False,False
7,5,1,False,False
283,6,2,True,False
303,7,1,False,False
346,8,1,False,False
11,9,1,False,True
297,10,1,False,False
318,11,1,False,False
254,12,0,False,False
526,13,0,False,False
335,14,0,False,False
357,15,0,False,False
