element,position,multiplier,is_captain,is_vice_captain
254,1,1,False,False
306,2,1,False,False
146,3,1,False,False
357,4,1,False,False
19,5,1,False,False
301,6,1,False,False
293,7,1,False,False
233,8,1,False,False
28,9,1,False,False
318,10,2,True,False
210,11,1,False,True
113,12,0,False,False
346,13,0,False,False
26,14,0,False,False
295,15,0,False,False
