element,position,multiplier,is_captain,is_vice_captain
102,1,1,False,False
357,2,1,False,False
586,3,1,False,False
332,4,1,False,False
333,5,1,False,False
335,6,1,False,True
124,7,1,False,False
283,8,1,False,False
346,9,1,False,False
318,10,2,True,False
594,11,1,False,False
81,12,0,False,False
313,13,0,False,False
40,14,0,False,False
526,15,0,False,False
