element,position,multiplier,is_captain,is_vice_captain
81,1,1,False,False
299,2,1,False,False
357,3,1,False,True
306,4,1,False,False
26,5,1,False,False
19,6,1,False,False
428,7,1,False,False
346,8,1,False,False
318,9,2,True,False
28,10,1,False,False
210,11,1,False,False
254,12,0,False,False
116,13,0,False,False
146,14,0,False,False
293,15,0,False,False
