element,position,multiplier,is_captain,is_vice_captain
133,1,1,False,False
526,2,1,False,False
357,3,1,False,False
377,4,1,False,False
124,5,1,False,False
283,6,2,True,False
19,7,1,False,False
7,8,1,False,False
427,9,1,False,True
40,10,1,False,False
80,11,1,False,False
102,12,0,False,False
146,13,0,False,False
139,14,0,False,False
335,15,0,False,False
