element,position,multiplier,is_captain,is_vice_captain
147,1,1,False,False
306,2,1,False,False
280,3,1,False,False
285,4,1,False,False
520,5,1,False,False
89,6,1,False,False
283,7,1,False,True
160,8,1,False,False
7,9,1,False,False
318,10,2,True,False
210,11,1,False,False
152,12,0,False,False
346,13,0,False,False
54,14,0,False,False
295,15,0,False,False
